bin.chrom	bin.start	bin.start.abspos	bin.end	bin.length	mappable.positions	gc.content	chrom.numeric	chrom	chrompos	abspos
10	81302395	1761675538	82121593	819198	498912	0.428072334	10	10	81302395	1761675538
10	82121593	1762494736	82692094	570501	498912	0.436360322	10	10	82121593	1762494736
10	82692094	1763065237	83230018	537924	498913	0.356951911	10	10	82692094	1763065237
10	83230018	1763603161	83781113	551095	498912	0.373164336	10	10	83230018	1763603161
10	83781113	1764154256	84309874	528761	498912	0.374286303	10	10	83781113	1764154256
10	84309874	1764683017	84841023	531149	498912	0.372959377	10	10	84309874	1764683017
10	84841023	1765214166	85382584	541561	498913	0.366893111	10	10	84841023	1765214166
10	85382584	1765755727	85936104	553520	498912	0.401577179	10	10	85382584	1765755727
10	85936104	1766309247	86497258	561154	498912	0.419400022	10	10	85936104	1766309247
10	86497258	1766870401	87051297	554039	498912	0.391703472	10	10	86497258	1766870401
10	87051297	1767424440	87595793	544496	498913	0.393406012	10	10	87051297	1767424440
10	87595793	1767968936	88123028	527235	498912	0.467432928	10	10	87595793	1767968936
10	88123028	1768496171	88692109	569081	498912	0.442935188	10	10	88123028	1768496171
10	88692109	1769065252	89574980	882871	498912	0.411590142	10	10	88692109	1769065252
10	89574980	1769948123	90105130	530150	498913	0.389054041	10	10	89574980	1769948123
10	90105130	1770478273	90640037	534907	498912	0.367177846	10	10	90105130	1770478273
10	90640037	1771013180	91179775	539738	498912	0.3953659	10	10	90640037	1771013180
10	91179775	1771552918	91723400	543625	498913	0.390164176	10	10	91179775	1771552918
10	91723400	1772096543	92287305	563905	498912	0.373931779	10	10	91723400	1772096543
10	92287305	1772660448	92830201	542896	498912	0.393933645	10	10	92287305	1772660448
10	92830201	1773203344	93399883	569682	498912	0.39905772	10	10	92830201	1773203344
10	93399883	1773773026	93967546	567663	498913	0.393065956	10	10	93399883	1773773026
10	93967546	1774340689	94567539	599993	498912	0.422629931	10	10	93967546	1774340689
10	94567539	1774940682	95122534	554995	498912	0.415364102	10	10	94567539	1774940682
10	95122534	1775495677	95671875	549341	498912	0.421410381	10	10	95122534	1775495677
10	95671875	1776045018	96223073	551198	498913	0.407398067	10	10	95671875	1776045018
10	96223073	1776596216	96874131	651058	498912	0.384449619	10	10	96223073	1776596216
10	96874131	1777247274	97433163	559032	498912	0.432415318	10	10	96874131	1777247274
10	97433163	1777806306	97995980	562817	498912	0.395149756	10	10	97433163	1777806306
10	97995980	1778369123	98537145	541165	498913	0.434327793	10	10	97995980	1778369123
10	98537145	1778910288	99096464	559319	498912	0.451811936	10	10	98537145	1778910288
10	99096464	1779469607	99670842	574378	498912	0.488028789	10	10	99096464	1779469607
10	99670842	1780043985	100205016	534174	498913	0.45219348	10	10	99670842	1780043985
10	100205016	1780578159	100781796	576780	498912	0.386797392	10	10	100205016	1780578159
10	100781796	1781154939	101353719	571923	498912	0.411408529	10	10	100781796	1781154939
10	101353719	1781726862	101943262	589543	498912	0.427519282	10	10	101353719	1781726862
10	101943262	1782316405	102517473	574211	498913	0.458470841	10	10	101943262	1782316405
10	102517473	1782890616	103058568	541095	498912	0.493442002	10	10	102517473	1782890616
10	103058568	1783431711	103612584	554016	498912	0.444960073	10	10	103058568	1783431711
10	103612584	1783985727	104199684	587100	498912	0.459528189	10	10	103612584	1783985727
10	104199684	1784572827	104790477	590793	498913	0.465574237	10	10	104199684	1784572827
10	104790477	1785163620	105376044	585567	498912	0.45870242	10	10	104790477	1785163620
10	105376044	1785749187	105903084	527040	498912	0.459771554	10	10	105376044	1785749187
10	105903084	1786276227	106438356	535272	498912	0.424300169	10	10	105903084	1786276227
10	106438356	1786811499	106965052	526696	498913	0.410445494	10	10	106438356	1786811499
10	106965052	1787338195	107518912	553860	498912	0.382818763	10	10	106965052	1787338195
10	107518912	1787892055	108060386	541474	498912	0.3717353	10	10	107518912	1787892055
10	108060386	1788433529	108596847	536461	498913	0.387990926	10	10	108060386	1788433529
10	108596847	1788969990	109138443	541596	498912	0.389149846	10	10	108596847	1788969990
10	109138443	1789511586	109660920	522477	498912	0.370083276	10	10	109138443	1789511586
10	109660920	1790034063	110203782	542862	498912	0.371453519	10	10	109660920	1790034063
10	110203782	1790576925	110743803	540021	498913	0.372692914	10	10	110203782	1790576925
10	110743803	1791116946	111314178	570375	498912	0.387501205	10	10	110743803	1791116946
10	111314178	1791687321	111891312	577134	498912	0.405690879	10	10	111314178	1791687321
10	111891312	1792264455	112432562	541250	498912	0.435818938	10	10	111891312	1792264455
10	112432562	1792805705	112964643	532081	498913	0.412416531	10	10	112432562	1792805705
10	112964643	1793337786	113503524	538881	498912	0.398588928	10	10	112964643	1793337786
10	113503524	1793876667	114053441	549917	498912	0.410834726	10	10	113503524	1793876667
10	114053441	1794426584	114590504	537063	498912	0.406548208	10	10	114053441	1794426584
10	114590504	1794963647	115120971	530467	498913	0.443164231	10	10	114590504	1794963647
10	115120971	1795494114	115653708	532737	498912	0.425564584	10	10	115120971	1795494114
10	115653708	1796026851	116187652	533944	498912	0.434400301	10	10	115653708	1796026851
10	116187652	1796560795	116732740	545088	498912	0.413478191	10	10	116187652	1796560795
10	116732740	1797105883	117296974	564234	498913	0.360548992	10	10	116732740	1797105883
10	117296974	1797670117	117830881	533907	498912	0.376477551	10	10	117296974	1797670117
10	117830881	1798204024	118366662	535781	498912	0.407442593	10	10	117830881	1798204024
10	118366662	1798739805	118916500	549838	498913	0.434233356	10	10	118366662	1798739805
10	118916500	1799289643	119445449	528949	498912	0.450436621	10	10	118916500	1799289643
10	119445449	1799818592	119969688	524239	498912	0.405376174	10	10	119445449	1799818592
10	119969688	1800342831	120501560	531872	498912	0.412099152	10	10	119969688	1800342831
10	120501560	1800874703	121080797	579237	498913	0.462931408	10	10	120501560	1800874703
10	121080797	1801453940	121639103	558306	498912	0.463238797	10	10	121080797	1801453940
10	121639103	1802012246	122188461	549358	498912	0.413386171	10	10	121639103	1802012246
10	122188461	1802561604	122739212	550751	498912	0.418548491	10	10	122188461	1802561604
10	122739212	1803112355	123270790	531578	498913	0.42880819	10	10	122739212	1803112355
10	123270790	1803643933	123831235	560445	498912	0.434684938	10	10	123270790	1803643933
10	123831235	1804204378	124389763	558528	498912	0.467050891	10	10	123831235	1804204378
10	124389763	1804762906	124929000	539237	498912	0.429412299	10	10	124389763	1804762906
10	124929000	1805302143	125452831	523831	498913	0.453128967	10	10	124929000	1805302143
10	125452831	1805825974	126024565	571734	498912	0.473507573	10	10	125452831	1805825974
10	126024565	1806397708	126581954	557389	498912	0.496462973	10	10	126024565	1806397708
10	126581954	1806955097	127125731	543777	498913	0.45144425	10	10	126581954	1806955097
10	127125731	1807498874	127692634	566903	498912	0.425873562	10	10	127125731	1807498874
10	127692634	1808065777	128219254	526620	498912	0.430186852	10	10	127692634	1808065777
10	128219254	1808592397	128921180	701926	498912	0.438395727	10	10	128219254	1808592397
10	128921180	1809294323	129445617	524437	498913	0.437003873	10	10	128921180	1809294323
10	129445617	1809818760	129981559	535942	498912	0.446311355	10	10	129445617	1809818760
10	129981559	1810354702	130504821	523262	498912	0.445505311	10	10	129981559	1810354702
10	130504821	1810877964	131019794	514973	498912	0.440201719	10	10	130504821	1810877964
10	131019794	1811392937	131539295	519501	498913	0.442397608	10	10	131019794	1811392937
10	131539295	1811912438	132071351	532056	498912	0.474560948	10	10	131539295	1811912438
10	132071351	1812444494	132609109	537758	498912	0.46550493	10	10	132071351	1812444494
10	132609109	1812982252	133134324	525215	498912	0.476157383	10	10	132609109	1812982252
10	133134324	1813507467	133769177	634853	498913	0.485036075	10	10	133134324	1813507467
10	133769177	1814142320	134314867	545690	498912	0.542923638	10	10	133769177	1814142320
10	134314867	1814688010	134858997	544130	498912	0.551842391	10	10	134314867	1814688010
10	134858997	1815232140	135534747	675750	498913	0.533120541	10	10	134858997	1815232140
11	0	1815907890	771005	771005	498478	0.536264865	11	11	0	1815907890
11	771005	1816678895	1374616	603611	498479	0.578722244	11	11	771005	1816678895
11	1374616	1817282506	1937225	562609	498479	0.555140426	11	11	1374616	1817282506
11	1937225	1817845115	2463669	526444	498478	0.558938842	11	11	1937225	1817845115
11	2463669	1818371559	2988462	524793	498479	0.526453287	11	11	2463669	1818371559
11	2988462	1818896352	3757490	769028	498479	0.481994154	11	11	2988462	1818896352
11	3757490	1819665380	4458228	700738	498479	0.423376497	11	11	3757490	1819665380
11	4458228	1820366118	4999487	541259	498478	0.391411505	11	11	4458228	1820366118
11	4999487	1820907377	5560992	561505	498479	0.380548704	11	11	4999487	1820907377
11	5560992	1821468882	6119437	558445	498479	0.38818684	11	11	5560992	1821468882
11	6119437	1822027327	6668695	549258	498479	0.446242021	11	11	6119437	1822027327
11	6668695	1822576585	7229352	560657	498478	0.380817505	11	11	6668695	1822576585
11	7229352	1823137242	7768336	538984	498479	0.418335238	11	11	7229352	1823137242
11	7768336	1823676226	8332161	563825	498479	0.433707267	11	11	7768336	1823676226
11	8332161	1824240051	8884748	552587	498479	0.435925927	11	11	8332161	1824240051
11	8884748	1824792638	9477485	592737	498478	0.435285801	11	11	8884748	1824792638
11	9477485	1825385375	10062627	585142	498479	0.4102423	11	11	9477485	1825385375
11	10062627	1825970517	10624903	562276	498479	0.409238523	11	11	10062627	1825970517
11	10624903	1826532793	11161075	536172	498479	0.425169535	11	11	10624903	1826532793
11	11161075	1827068965	11680422	519347	498478	0.455589423	11	11	11161075	1827068965
11	11680422	1827588312	12217583	537161	498479	0.423098475	11	11	11680422	1827588312
11	12217583	1828125473	12751070	533487	498479	0.432179228	11	11	12217583	1828125473
11	12751070	1828658960	13278890	527820	498478	0.419535069	11	11	12751070	1828658960
11	13278890	1829186780	13855640	576750	498479	0.401121803	11	11	13278890	1829186780
11	13855640	1829763530	14409511	553871	498479	0.415889259	11	11	13855640	1829763530
11	14409511	1830317401	15005474	595963	498479	0.391037699	11	11	14409511	1830317401
11	15005474	1830913364	15533836	528362	498478	0.40872735	11	11	15005474	1830913364
11	15533836	1831441726	16043452	509616	498479	0.418783947	11	11	15533836	1831441726
11	16043452	1831951342	16584305	540853	498479	0.352776078	11	11	16043452	1831951342
11	16584305	1832492195	17157637	573332	498479	0.426255642	11	11	16584305	1832492195
11	17157637	1833065527	17704568	546931	498478	0.454962326	11	11	17157637	1833065527
11	17704568	1833612458	18248693	544125	498479	0.435576384	11	11	17704568	1833612458
11	18248693	1834156583	18834142	585449	498479	0.437607716	11	11	18248693	1834156583
11	18834142	1834742032	19403558	569416	498479	0.411207272	11	11	18834142	1834742032
11	19403558	1835311448	19933041	529483	498478	0.446252288	11	11	19403558	1835311448
11	19933041	1835840931	20466948	533907	498479	0.417775006	11	11	19933041	1835840931
11	20466948	1836374838	21018568	551620	498479	0.405025199	11	11	20466948	1836374838
11	21018568	1836926458	21548113	529545	498479	0.374642382	11	11	21018568	1836926458
11	21548113	1837456003	22099378	551265	498478	0.366770972	11	11	21548113	1837456003
11	22099378	1838007268	22636087	536709	498479	0.364005448	11	11	22099378	1838007268
11	22636087	1838543977	23186041	549954	498479	0.363477673	11	11	22636087	1838543977
11	23186041	1839093931	23743188	557147	498479	0.357519649	11	11	23186041	1839093931
11	23743188	1839651078	24284176	540988	498478	0.357190917	11	11	23743188	1839651078
11	24284176	1840192066	24824000	539824	498479	0.35133488	11	11	24284176	1840192066
11	24824000	1840731890	25382583	558583	498479	0.351256662	11	11	24824000	1840731890
11	25382583	1841290473	25947956	565373	498478	0.354061832	11	11	25382583	1841290473
11	25947956	1841855846	26493451	545495	498479	0.360954729	11	11	25947956	1841855846
11	26493451	1842401341	27032370	538919	498479	0.368131389	11	11	26493451	1842401341
11	27032370	1842940260	27583843	551473	498479	0.392001059	11	11	27032370	1842940260
11	27583843	1843491733	28126110	542267	498478	0.389118276	11	11	27583843	1843491733
11	28126110	1844034000	28685053	558943	498479	0.371510154	11	11	28126110	1844034000
11	28685053	1844592943	29220211	535158	498479	0.361908072	11	11	28685053	1844592943
11	29220211	1845128101	29762934	542723	498479	0.364860159	11	11	29220211	1845128101
11	29762934	1845670824	30319362	556428	498478	0.380586527	11	11	29762934	1845670824
11	30319362	1846227252	30838838	519476	498479	0.384830098	11	11	30319362	1846227252
11	30838838	1846746728	31376571	537733	498479	0.366964646	11	11	30838838	1846746728
11	31376571	1847284461	31924157	547586	498479	0.377951591	11	11	31376571	1847284461
11	31924157	1847832047	32460753	536596	498478	0.431745671	11	11	31924157	1847832047
11	32460753	1848368643	33053708	592955	498479	0.395898508	11	11	32460753	1848368643
11	33053708	1848961598	33612339	558631	498479	0.410705815	11	11	33053708	1848961598
11	33612339	1849520229	34165591	553252	498479	0.430550635	11	11	33612339	1849520229
11	34165591	1850073481	34700531	534940	498478	0.445823831	11	11	34165591	1850073481
11	34700531	1850608421	35249892	549361	498479	0.399549659	11	11	34700531	1850608421
11	35249892	1851157782	35789744	539852	498479	0.416743848	11	11	35249892	1851157782
11	35789744	1851697634	36326912	537168	498478	0.435208352	11	11	35789744	1851697634
11	36326912	1852234802	36876479	549567	498479	0.405075268	11	11	36326912	1852234802
11	36876479	1852784369	37413200	536721	498479	0.370538883	11	11	36876479	1852784369
11	37413200	1853321090	37948349	535149	498479	0.348889748	11	11	37413200	1853321090
11	37948349	1853856239	38484646	536297	498478	0.351687591	11	11	37948349	1853856239
11	38484646	1854392536	39030581	545935	498479	0.35232949	11	11	38484646	1854392536
11	39030581	1854938471	39593456	562875	498479	0.361977348	11	11	39030581	1854938471
11	39593456	1855501346	40168163	574707	498479	0.368427738	11	11	39593456	1855501346
11	40168163	1856076053	40707624	539461	498478	0.370784913	11	11	40168163	1856076053
11	40707624	1856615514	41247003	539379	498479	0.362576222	11	11	40707624	1856615514
11	41247003	1857154893	41790979	543976	498479	0.369893157	11	11	41247003	1857154893
11	41790979	1857698869	42327205	536226	498479	0.363197607	11	11	41790979	1857698869
11	42327205	1858235095	42882458	555253	498478	0.378879538	11	11	42327205	1858235095
11	42882458	1858790348	43460448	577990	498479	0.397508607	11	11	42882458	1858790348
11	43460448	1859368338	44006894	546446	498479	0.410516318	11	11	43460448	1859368338
11	44006894	1859914784	44538809	531915	498479	0.456958349	11	11	44006894	1859914784
11	44538809	1860446699	45071562	532753	498478	0.497153465	11	11	44538809	1860446699
11	45071562	1860979452	45597005	525443	498479	0.473187387	11	11	45071562	1860979452
11	45597005	1861504895	46137430	540425	498479	0.454668085	11	11	45597005	1861504895
11	46137430	1862045320	46712150	574720	498479	0.467281459	11	11	46137430	1862045320
11	46712150	1862620040	47299577	587427	498478	0.44747858	11	11	46712150	1862620040
11	47299577	1863207467	47899925	600348	498479	0.467845316	11	11	47299577	1863207467
11	47899925	1863807815	48566021	666096	498479	0.417035983	11	11	47899925	1863807815
11	48566021	1864473911	49438406	872385	498478	0.372527038	11	11	48566021	1864473911
11	49438406	1865346296	50279814	841408	498479	0.377089355	11	11	49438406	1865346296
11	50279814	1866187704	51339672	1059858	498479	0.374267126	11	11	50279814	1866187704
11	51339672	1867247562	55257033	3917361	498479	0.370173032	11	11	51339672	1867247562
11	55257033	1871164923	55851242	594209	498478	0.364348234	11	11	55257033	1871164923
11	55851242	1871759132	56405091	553849	498479	0.357821356	11	11	55851242	1871759132
11	56405091	1872312981	56966757	561666	498479	0.386615889	11	11	56405091	1872312981
11	56966757	1872874647	57523455	556698	498479	0.47992628	11	11	56966757	1872874647
11	57523455	1873431345	58108804	585349	498478	0.400591784	11	11	57523455	1873431345
11	58108804	1874016694	58671411	562607	498479	0.381168382	11	11	58108804	1874016694
11	58671411	1874579301	59257388	585977	498479	0.404754794	11	11	58671411	1874579301
11	59257388	1875165278	59827971	570583	498479	0.407700545	11	11	59257388	1875165278
11	59827971	1875735861	60406396	578425	498478	0.388672689	11	11	59827971	1875735861
11	60406396	1876314286	60956463	550067	498479	0.480501466	11	11	60406396	1876314286
11	60956463	1876864353	61557205	600742	498479	0.521118883	11	11	60956463	1876864353
11	61557205	1877465095	62158044	600839	498479	0.471302628	11	11	61557205	1877465095
11	62158044	1878065934	62759213	601169	498478	0.497314399	11	11	62158044	1878065934
11	62759213	1878667103	63417339	658126	498479	0.414850652	11	11	62759213	1878667103
11	63417339	1879325229	63994504	577165	498479	0.519932775	11	11	63417339	1879325229
11	63994504	1879902394	64540003	545499	498478	0.535185216	11	11	63994504	1879902394
11	64540003	1880447893	65120578	580575	498479	0.516720493	11	11	64540003	1880447893
11	65120578	1881028468	65693807	573229	498479	0.526686542	11	11	65120578	1881028468
11	65693807	1881601697	66269225	575418	498479	0.499146707	11	11	65693807	1881601697
11	66269225	1882177115	66866773	597548	498478	0.499603379	11	11	66269225	1882177115
11	66866773	1882774663	67445663	578890	498479	0.512641434	11	11	66866773	1882774663
11	67445663	1883353553	68193481	747818	498479	0.487928881	11	11	67445663	1883353553
11	68193481	1884101371	68762581	569100	498479	0.47545774	11	11	68193481	1884101371
11	68762581	1884670471	69338889	576308	498478	0.522709136	11	11	68762581	1884670471
11	69338889	1885246779	69949776	610887	498479	0.508963481	11	11	69338889	1885246779
11	69949776	1885857666	70503065	553289	498479	0.506653846	11	11	69949776	1885857666
11	70503065	1886410955	71044602	541537	498479	0.506295969	11	11	70503065	1886410955
11	71044602	1886952492	71796182	751580	498478	0.4645254	11	11	71044602	1886952492
11	71796182	1887704072	72352762	556580	498479	0.469686298	11	11	71796182	1887704072
11	72352762	1888260652	72910944	558182	498479	0.453330634	11	11	72352762	1888260652
11	72910944	1888818834	73465011	554067	498479	0.462841137	11	11	72910944	1888818834
11	73465011	1889372901	74044284	579273	498478	0.425279618	11	11	73465011	1889372901
11	74044284	1889952174	74615472	571188	498479	0.423130388	11	11	74044284	1889952174
11	74615472	1890523362	75174181	558709	498479	0.470694046	11	11	74615472	1890523362
11	75174181	1891082071	75723552	549371	498479	0.449062655	11	11	75174181	1891082071
11	75723552	1891631442	76262862	539310	498478	0.446913649	11	11	75723552	1891631442
11	76262862	1892170752	76819936	557074	498479	0.46099082	11	11	76262862	1892170752
11	76819936	1892727826	77378068	558132	498479	0.436244473	11	11	76819936	1892727826
11	77378068	1893285958	77987403	609335	498478	0.429673332	11	11	77378068	1893285958
11	77987403	1893895293	78534336	546933	498479	0.416921268	11	11	77987403	1893895293
11	78534336	1894442226	79056468	522132	498479	0.443171459	11	11	78534336	1894442226
11	79056468	1894964358	79586309	529841	498479	0.410970461	11	11	79056468	1894964358
11	79586309	1895494199	80110216	523907	498478	0.382567899	11	11	79586309	1895494199
11	80110216	1896018106	80657765	547549	498479	0.369247319	11	11	80110216	1896018106
11	80657765	1896565655	81181992	524227	498479	0.361343464	11	11	80657765	1896565655
11	81181992	1897089882	81714650	532658	498479	0.355410038	11	11	81181992	1897089882
11	81714650	1897622540	82265502	550852	498478	0.36516342	11	11	81714650	1897622540
11	82265502	1898173392	82811666	546164	498479	0.396670231	11	11	82265502	1898173392
11	82811666	1898719556	83380895	569229	498479	0.39553677	11	11	82811666	1898719556
11	83380895	1899288785	83919800	538905	498479	0.371460647	11	11	83380895	1899288785
11	83919800	1899827690	84449177	529377	498478	0.367335566	11	11	83919800	1899827690
11	84449177	1900357067	84981534	532357	498479	0.362871156	11	11	84449177	1900357067
11	84981534	1900889424	85559401	577867	498479	0.385266852	11	11	84981534	1900889424
11	85559401	1901467291	86118826	559425	498479	0.395180766	11	11	85559401	1901467291
11	86118826	1902026716	86689242	570416	498478	0.420927884	11	11	86118826	1902026716
11	86689242	1902597132	87256668	567426	498479	0.385040516	11	11	86689242	1902597132
11	87256668	1903164558	87873616	616948	498479	0.374025484	11	11	87256668	1903164558
11	87873616	1903781506	88413017	539401	498478	0.374476503	11	11	87873616	1903781506
11	88413017	1904320907	89147123	734106	498479	0.354858835	11	11	88413017	1904320907
11	89147123	1905055013	90100459	953336	498479	0.370816795	11	11	89147123	1905055013
11	90100459	1906008349	90645264	544805	498479	0.350740173	11	11	90100459	1906008349
11	90645264	1906553154	91197153	551889	498478	0.35244406	11	11	90645264	1906553154
11	91197153	1907105043	91729139	531986	498479	0.368349919	11	11	91197153	1907105043
11	91729139	1907637029	92274590	545451	498479	0.387858854	11	11	91729139	1907637029
11	92274590	1908182480	92809772	535182	498479	0.405398537	11	11	92274590	1908182480
11	92809772	1908717662	93376737	566965	498478	0.394387661	11	11	92809772	1908717662
11	93376737	1909284627	93943446	566709	498479	0.412075686	11	11	93376737	1909284627
11	93943446	1909851336	94520027	576581	498479	0.403788887	11	11	93943446	1909851336
11	94520027	1910427917	95056532	536505	498479	0.408400667	11	11	94520027	1910427917
11	95056532	1910964422	95594550	538018	498478	0.385864413	11	11	95056532	1910964422
11	95594550	1911502440	96129194	534644	498479	0.390850734	11	11	95594550	1911502440
11	96129194	1912037084	96843507	714313	498479	0.369927682	11	11	96129194	1912037084
11	96843507	1912751397	97382523	539016	498479	0.362065319	11	11	96843507	1912751397
11	97382523	1913290413	97920137	537614	498478	0.352574524	11	11	97382523	1913290413
11	97920137	1913828027	98474494	554357	498479	0.353968652	11	11	97920137	1913828027
11	98474494	1914382384	99024194	549700	498479	0.354102238	11	11	98474494	1914382384
11	99024194	1914932084	99555050	530856	498479	0.346229486	11	11	99024194	1914932084
11	99555050	1915462940	100091414	536364	498478	0.352421117	11	11	99555050	1915462940
11	100091414	1915999304	100662903	571489	498479	0.383097487	11	11	100091414	1915999304
11	100662903	1916570793	101213890	550987	498479	0.376854626	11	11	100662903	1916570793
11	101213890	1917121780	101782387	568497	498478	0.377511227	11	11	101213890	1917121780
11	101782387	1917690277	102350820	568433	498479	0.397515626	11	11	101782387	1917690277
11	102350820	1918258710	102901690	550870	498479	0.393415869	11	11	102350820	1918258710
11	102901690	1918809580	103446354	544664	498479	0.359184745	11	11	102901690	1918809580
11	103446354	1919354244	103995458	549104	498478	0.380097395	11	11	103446354	1919354244
11	103995458	1919903348	104521137	525679	498479	0.358384109	11	11	103995458	1919903348
11	104521137	1920429027	105062038	540901	498479	0.362219704	11	11	104521137	1920429027
11	105062038	1920969928	105587176	525138	498479	0.350749708	11	11	105062038	1920969928
11	105587176	1921495066	106118330	531154	498478	0.367710683	11	11	105587176	1921495066
11	106118330	1922026220	106651127	532797	498479	0.367738557	11	11	106118330	1922026220
11	106651127	1922559017	107199368	548241	498479	0.372901698	11	11	106651127	1922559017
11	107199368	1923107258	107771716	572348	498479	0.394186754	11	11	107199368	1923107258
11	107771716	1923679606	108371284	599568	498478	0.402246284	11	11	107771716	1923679606
11	108371284	1924279174	108908690	537406	498479	0.390326866	11	11	108371284	1924279174
11	108908690	1924816580	109482340	573650	498479	0.38342369	11	11	108908690	1924816580
11	109482340	1925390230	110013516	531176	498479	0.384266232	11	11	109482340	1925390230
11	110013516	1925921406	110587887	574371	498478	0.398493308	11	11	110013516	1925921406
11	110587887	1926495777	111115192	527305	498479	0.395304425	11	11	110587887	1926495777
11	111115192	1927023082	111648093	532901	498479	0.419136012	11	11	111115192	1927023082
11	111648093	1927555983	112220567	572474	498478	0.420303804	11	11	111648093	1927555983
11	112220567	1928128457	112748497	527930	498479	0.431043888	11	11	112220567	1928128457
11	112748497	1928656387	113271278	522781	498479	0.423699408	11	11	112748497	1928656387
11	113271278	1929179168	113826355	555077	498479	0.438784169	11	11	113271278	1929179168
11	113826355	1929734245	114355721	529366	498478	0.444701775	11	11	113826355	1929734245
11	114355721	1930263611	114908653	552932	498479	0.398768746	11	11	114355721	1930263611
11	114908653	1930816543	115421427	512774	498479	0.408495751	11	11	114908653	1930816543
11	115421427	1931329317	115957361	535934	498479	0.436635854	11	11	115421427	1931329317
11	115957361	1931865251	116481583	524222	498478	0.46337048	11	11	115957361	1931865251
11	116481583	1932389473	117044588	563005	498479	0.436692392	11	11	116481583	1932389473
11	117044588	1932952478	117593670	549082	498479	0.494040963	11	11	117044588	1932952478
11	117593670	1933501560	118126672	533002	498479	0.478114529	11	11	117593670	1933501560
11	118126672	1934034562	118711012	584340	498478	0.446931581	11	11	118126672	1934034562
11	118711012	1934618902	119284815	573803	498479	0.490429642	11	11	118711012	1934618902
11	119284815	1935192705	119809927	525112	498479	0.502389966	11	11	119284815	1935192705
11	119809927	1935717817	120336000	526073	498479	0.457968761	11	11	119809927	1935717817
11	120336000	1936243890	120866720	530720	498478	0.47353972	11	11	120336000	1936243890
11	120866720	1936774610	121407861	541141	498479	0.415601479	11	11	120866720	1936774610
11	121407861	1937315751	121956377	548516	498479	0.403193343	11	11	121407861	1937315751
11	121956377	1937864267	122503271	546894	498479	0.399037108	11	11	121956377	1937864267
11	122503271	1938411161	123074662	571391	498478	0.441601285	11	11	122503271	1938411161
11	123074662	1938982552	123616294	541632	498479	0.444933091	11	11	123074662	1938982552
11	123616294	1939524184	124162848	546554	498479	0.37467661	11	11	123616294	1939524184
11	124162848	1940070738	124706331	543483	498478	0.402419211	11	11	124162848	1940070738
11	124706331	1940614221	125239151	532820	498479	0.457754964	11	11	124706331	1940614221
11	125239151	1941147041	125813771	574620	498479	0.423843584	11	11	125239151	1941147041
11	125813771	1941721661	126363853	550082	498479	0.474721951	11	11	125813771	1941721661
11	126363853	1942271743	126876858	513005	498478	0.458336663	11	11	126363853	1942271743
11	126876858	1942784748	127402949	526091	498479	0.400271056	11	11	126876858	1942784748
11	127402949	1943310839	127945220	542271	498479	0.379924429	11	11	127402949	1943310839
11	127945220	1943853110	128477119	531899	498479	0.400760295	11	11	127945220	1943853110
11	128477119	1944385009	128996728	519609	498478	0.433980166	11	11	128477119	1944385009
11	128996728	1944904618	129559675	562947	498479	0.405031024	11	11	128996728	1944904618
11	129559675	1945467565	130143523	583848	498479	0.445064469	11	11	129559675	1945467565
11	130143523	1946051413	130685307	541784	498479	0.441939961	11	11	130143523	1946051413
11	130685307	1946593197	131227647	542340	498478	0.421276321	11	11	130685307	1946593197
11	131227647	1947135537	131748793	521146	498479	0.436257786	11	11	131227647	1947135537
11	131748793	1947656683	132275190	526397	498479	0.425688216	11	11	131748793	1947656683
11	132275190	1948183080	132797096	521906	498479	0.409100489	11	11	132275190	1948183080
11	132797096	1948704986	133313627	516531	498478	0.425316196	11	11	132797096	1948704986
11	133313627	1949221517	133850486	536859	498479	0.450051131	11	11	133313627	1949221517
11	133850486	1949758376	134397989	547503	498479	0.475907895	11	11	133850486	1949758376
11	134397989	1950305879	135006516	608527	498479	0.456509889	11	11	134397989	1950305879
12	0	1950914406	723220	723220	499857	0.474236	12	12	0	1950914406
12	723220	1951637626	1304440	581220	499858	0.412010943	12	12	723220	1951637626
12	1304440	1952218846	1859867	555427	499857	0.422469559	12	12	1304440	1952218846
12	1859867	1952774273	2391859	531992	499858	0.461074603	12	12	1859867	1952774273
12	2391859	1953306265	2921840	529981	499857	0.478168085	12	12	2391859	1953306265
12	2921840	1953836246	3475154	553314	499858	0.506455647	12	12	2921840	1953836246
12	3475154	1954389560	4023617	548463	499858	0.442919577	12	12	3475154	1954389560
12	4023617	1954938023	4575495	551878	499857	0.440291151	12	12	4023617	1954938023
12	4575495	1955489901	5111023	535528	499858	0.418650379	12	12	4575495	1955489901
12	5111023	1956025429	5638841	527818	499857	0.436927123	12	12	5111023	1956025429
12	5638841	1956553247	6187979	549138	499858	0.448000321	12	12	5638841	1956553247
12	6187979	1957102385	6772287	584308	499857	0.492414959	12	12	6187979	1957102385
12	6772287	1957686693	7386043	613756	499858	0.49075838	12	12	6772287	1957686693
12	7386043	1958300449	8022285	636242	499858	0.406882916	12	12	7386043	1958300449
12	8022285	1958936691	8798635	776350	499857	0.435744188	12	12	8022285	1958936691
12	8798635	1959713041	9385290	586655	499858	0.409971789	12	12	8798635	1959713041
12	9385290	1960299696	10086493	701203	499857	0.404183952	12	12	9385290	1960299696
12	10086493	1961000899	10685665	599172	499858	0.379942654	12	12	10086493	1961000899
