cell1	cell2	cell3	cell4	cell5	cell6	cell7	cell8	cell9	cell10	cell11	cell12
2.74	2.74	2.74	2.74	1.86	2.74	2.74	2.74	2.74	2.74	2.74	4.15
2.74	2.74	2.74	2.74	2.76	2.74	2.74	2.74	2.74	2.74	2.74	0.91
2.74	2.74	2.74	2.74	3.78	2.74	2.74	2.74	2.74	2.74	2.74	2.82
2.74	2.74	2.74	2.74	2.29	2.74	2.74	2.74	2.74	2.74	2.74	1.52
2.75	2.75	2.75	2.75	2.87	2.75	2.75	2.75	2.75	2.75	2.75	1.38
2.75	2.75	2.75	2.75	0.94	2.75	2.75	2.75	2.75	2.75	2.75	5.15
2.75	2.75	2.75	2.75	1.89	2.75	2.75	2.75	2.75	2.75	2.75	1.08
2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.51
2.75	2.75	2.75	2.75	4.45	2.75	2.75	2.75	2.75	2.75	2.75	4.2
2.75	2.75	2.75	2.75	4.22	2.75	2.75	2.75	2.75	2.75	2.75	2.89
2.75	2.75	2.75	2.75	1.77	2.75	2.75	2.75	2.75	2.75	2.75	3.33
2.75	2.75	2.75	2.75	4.92	2.75	2.75	2.75	2.75	2.75	2.75	3.99
2.75	2.75	2.75	2.75	3.76	2.75	2.75	2.75	2.75	2.75	2.75	2.7
2.75	2.75	2.75	2.75	3.56	2.75	2.75	2.75	2.75	2.75	2.75	2.97
2.76	2.76	2.76	2.76	2.89	2.76	2.76	2.76	2.76	2.76	2.76	0.59
2.76	2.76	2.76	2.76	3.57	2.76	2.76	2.76	2.76	2.76	2.76	7
2.76	2.76	2.76	2.76	2.94	2.76	2.76	2.76	2.76	2.76	2.76	1.92
2.76	2.76	2.76	2.76	1.83	2.76	2.76	2.76	2.76	2.76	2.76	3.08
2.76	2.76	2.76	2.76	3.58	2.76	2.76	2.76	2.76	2.76	2.76	2.99
2.76	2.76	2.76	2.76	4.38	2.76	2.76	2.76	2.76	2.76	2.76	4.07
2.76	2.76	2.76	2.76	2.82	2.76	2.76	2.76	2.76	2.76	2.76	1.87
2.76	2.76	2.76	2.76	1.4	2.76	2.76	2.76	2.76	2.76	2.76	1.06
2.76	2.76	2.76	2.76	2.42	2.76	2.76	2.76	2.76	2.76	2.76	2.56
2.76	2.76	2.76	2.76	3.66	2.76	2.76	2.76	2.76	2.76	2.76	7.33
2.77	2.77	2.77	2.77	3.9	2.77	2.77	2.77	2.77	2.77	2.77	4.13
2.77	2.77	2.77	2.77	3.61	2.77	2.77	2.77	2.77	2.77	2.77	2.36
2.77	2.77	2.77	2.77	2.35	2.77	2.77	2.77	2.77	2.77	2.77	6
2.77	2.77	2.77	2.77	2.52	2.77	2.77	2.77	2.77	2.77	2.77	1.86
2.77	2.77	2.77	2.77	4.85	2.77	2.77	2.77	2.77	2.77	2.77	3.16
2.77	2.77	2.77	2.77	4.04	2.77	2.77	2.77	2.77	2.77	2.77	5.85
2.77	2.77	2.77	2.77	3.35	2.77	2.77	2.77	2.77	2.77	2.77	2.03
2.77	2.77	2.77	2.77	0.33	2.77	2.77	2.77	2.77	2.77	2.77	0.15
2.77	2.77	2.77	2.77	3.32	2.77	2.77	2.77	2.77	2.77	2.77	1.8
2.77	2.77	2.77	2.77	3.89	2.77	2.77	2.77	2.77	2.77	2.77	2.26
2.78	2.78	2.78	2.78	0.29	2.78	2.78	2.78	2.78	2.78	2.78	3.91
2.78	2.78	2.78	2.78	3.02	2.78	2.78	2.78	2.78	2.78	2.78	3.63
2.78	2.78	2.78	2.78	3.28	2.78	2.78	2.78	2.78	2.78	2.78	5.44
2.78	2.78	2.78	2.78	4.73	2.78	2.78	2.78	2.78	2.78	2.78	0.96
2.78	2.78	2.78	2.78	2.23	2.78	2.78	2.78	2.78	2.78	2.78	3.04
2.78	2.78	2.78	2.78	4.12	2.78	2.78	2.78	2.78	2.78	2.78	4.03
2.78	2.78	2.78	2.78	3.87	2.78	2.78	2.78	2.78	2.78	2.78	0.37
2.78	2.78	2.78	2.78	1.96	2.78	2.78	2.78	2.78	2.78	2.78	4.11
2.78	2.78	2.78	2.78	3.64	2.78	2.78	2.78	2.78	2.78	2.78	3.04
2.78	2.78	2.78	2.78	3.02	2.78	2.78	2.78	2.78	2.78	2.78	1.77
2.79	2.79	2.79	2.79	1.84	2.79	2.79	2.79	2.79	2.79	2.79	1.54
2.79	2.79	2.79	2.79	2.48	2.79	2.79	2.79	2.79	2.79	2.79	1.09
2.79	2.79	2.79	2.79	1.75	2.79	2.79	2.79	2.79	2.79	2.79	3.38
2.79	2.79	2.79	2.79	4.45	2.79	2.79	2.79	2.79	2.79	2.79	4.35
2.79	2.79	2.79	2.79	2.37	2.79	2.79	2.79	2.79	2.79	2.79	3.04
2.79	2.79	2.79	2.79	3.35	2.79	2.79	2.79	2.79	2.79	2.79	0.36
2.79	2.79	2.79	2.79	3.14	2.79	2.79	2.79	2.79	2.79	2.79	1.76
2.79	2.79	2.79	2.79	3.74	2.79	2.79	2.79	2.79	2.79	2.79	4.06
2.79	2.79	2.79	2.79	3.8	2.79	2.79	2.79	2.79	2.79	2.79	0.48
2.79	2.79	2.79	2.79	1.87	2.79	2.79	2.79	2.79	2.79	2.79	0.98
2.8	2.8	2.8	2.8	1.82	2.8	2.8	2.8	2.8	2.8	2.8	2.77
2.8	2.8	2.8	2.8	1	2.8	2.8	2.8	2.8	2.8	2.8	4.19
2.8	2.8	2.8	2.8	1.93	2.8	2.8	2.8	2.8	2.8	2.8	0
2.8	2.8	2.8	2.8	1.73	2.8	2.8	2.8	2.8	2.8	2.8	3.53
2.8	2.8	2.8	2.8	3.53	2.8	2.8	2.8	2.8	2.8	2.8	1.53
2.8	2.8	2.8	2.8	2.4	2.8	2.8	2.8	2.8	2.8	2.8	1.38
2.8	2.8	2.8	2.8	1.93	2.8	2.8	2.8	2.8	2.8	2.8	3.87
2.8	2.8	2.8	2.8	1.94	2.8	2.8	2.8	2.8	2.8	2.8	4.09
2.8	2.8	2.8	2.8	2.1	2.8	2.8	2.8	2.8	2.8	2.8	4.61
2.8	2.8	2.8	2.8	3.45	2.8	2.8	2.8	2.8	2.8	2.8	2.99
2.81	2.81	2.81	2.81	3.49	2.81	2.81	2.81	2.81	2.81	2.81	4.31
2.81	2.81	2.81	2.81	1.75	2.81	2.81	2.81	2.81	2.81	2.81	0.23
2.81	2.81	2.81	2.81	3.86	2.81	2.81	2.81	2.81	2.81	2.81	4.99
2.81	2.81	2.81	2.81	3.86	2.81	2.81	2.81	2.81	2.81	2.81	0.27
2.81	2.81	2.81	2.81	3.69	2.81	2.81	2.81	2.81	2.81	2.81	2.58
2.81	2.81	2.81	2.81	2.43	2.81	2.81	2.81	2.81	2.81	2.81	5.94
2.81	2.81	2.81	2.81	2.79	2.81	2.81	2.81	2.81	2.81	2.81	4.16
2.81	2.81	2.81	2.81	3.34	2.81	2.81	2.81	2.81	2.81	2.81	1.55
2.81	2.81	2.81	2.81	1.91	2.81	2.81	2.81	2.81	2.81	2.81	1.87
2.81	2.81	2.81	2.81	0.62	2.81	2.81	2.81	2.81	2.81	2.81	1.65
2.82	2.82	2.82	2.82	3.51	2.82	2.82	2.82	2.82	2.82	2.82	5.55
2.82	2.82	2.82	2.82	2.46	2.82	2.82	2.82	2.82	2.82	2.82	1.74
2.82	2.82	2.82	2.82	1.96	2.82	2.82	2.82	2.82	2.82	2.82	4.23
2.82	2.82	2.82	2.82	2.64	2.82	2.82	2.82	2.82	2.82	2.82	0.62
2.82	2.82	2.82	2.82	1.44	2.82	2.82	2.82	2.82	2.82	2.82	5.16
2.82	2.82	2.82	2.82	3.42	2.82	2.82	2.82	2.82	2.82	2.82	3.77
2.82	2.82	2.82	2.82	2.46	2.82	2.82	2.82	2.82	2.82	2.82	3.77
2.82	2.82	2.82	2.82	3	2.82	2.82	2.82	2.82	2.82	2.82	0.12
2.82	2.82	2.82	2.82	2.45	2.82	2.82	2.82	2.82	2.82	2.82	1.97
2.82	2.82	2.82	2.82	1.79	2.82	2.82	2.82	2.82	2.82	2.82	2
2.83	2.83	2.83	2.83	2.45	2.83	2.83	2.83	2.83	2.83	2.83	4.79
2.83	2.83	2.83	2.83	3.59	2.83	2.83	2.83	2.83	2.83	2.83	0.28
2.83	2.83	2.83	2.83	0.45	2.83	2.83	2.83	2.83	2.83	2.83	3.86
2.83	2.83	2.83	2.83	3.57	2.83	2.83	2.83	2.83	2.83	2.83	4.55
2.83	2.83	2.83	2.83	3.31	2.83	2.83	2.83	2.83	2.83	2.83	1.14
2.83	2.83	2.83	2.83	3.23	2.83	2.83	2.83	2.83	2.83	2.83	2.54
2.83	2.83	2.83	2.83	3.36	2.83	2.83	2.83	2.83	2.83	2.83	3.59
2.83	2.83	2.83	2.83	1.61	2.83	2.83	2.83	2.83	2.83	2.83	3.46
2.83	2.83	2.83	2.83	2.37	2.83	2.83	2.83	2.83	2.83	2.83	0.46
2.83	2.83	2.83	2.83	2.67	2.83	2.83	2.83	2.83	2.83	2.83	2.65
2.84	2.84	2.84	2.84	2.54	2.84	2.84	2.84	2.84	2.84	2.84	1.88
2.84	2.84	2.84	2.84	4	2.84	2.84	2.84	2.84	2.84	2.84	3.38
2.84	2.84	2.84	2.84	4.16	2.84	2.84	2.84	2.84	2.84	2.84	1.91
2.84	2.84	2.84	2.84	1.4	2.84	2.84	2.84	2.84	2.84	2.84	3.41
2.84	2.84	2.84	2.84	2.8	2.84	2.84	2.84	2.84	2.84	2.84	4.95
2.84	2.84	2.84	2.84	3.32	2.84	2.84	2.84	2.84	2.84	2.84	4.84
2.84	2.84	2.84	2.84	2.54	2.84	2.84	2.84	2.84	2.84	2.84	2.86
2.84	2.84	2.84	2.84	2.19	2.84	2.84	2.84	2.84	2.84	2.84	4.55
2.84	2.84	2.84	2.84	4	2.84	2.84	2.84	2.84	2.84	2.84	2.73
2.84	2.84	2.84	2.84	3.86	2.84	2.84	2.84	2.84	2.84	2.84	2.71
2.85	2.85	2.85	2.85	4.79	2.85	2.85	2.85	2.85	2.85	2.85	5.53
2.85	2.85	2.85	2.85	3.01	2.85	2.85	2.85	2.85	2.85	2.85	2.45
2.85	2.85	2.85	2.85	2.84	2.85	2.85	2.85	2.85	2.85	2.85	1.58
2.85	2.85	2.85	2.85	3.09	2.85	2.85	2.85	2.85	2.85	2.85	4.19
2.85	2.85	2.85	2.85	1.1	2.85	2.85	2.85	2.85	2.85	2.85	2.57
2.85	2.85	2.85	2.85	1.6	2.85	2.85	2.85	2.85	2.85	2.85	4.38
2.85	2.85	2.85	2.85	1.51	2.85	2.85	2.85	2.85	2.85	2.85	1.73
2.85	2.85	2.85	2.85	2.4	2.85	2.85	2.85	2.85	2.85	2.85	0.12
2.85	2.85	2.85	2.85	1.45	2.85	2.85	2.85	2.85	2.85	2.85	4.98
2.85	2.85	2.85	2.85	3.47	2.85	2.85	2.85	2.85	2.85	2.85	4.2
2.86	2.86	2.86	2.86	3.3	2.86	2.86	2.86	2.86	2.86	2.86	1.12
2.86	2.86	2.86	2.86	2.05	2.86	2.86	2.86	2.86	2.86	2.86	2.94
2.86	2.86	2.86	2.86	2.09	2.86	2.86	2.86	2.86	2.86	2.86	1.87
2.86	2.86	2.86	2.86	3.76	2.86	2.86	2.86	2.86	2.86	2.86	3.53
2.86	2.86	2.86	2.86	2.92	2.86	2.86	2.86	2.86	2.86	2.86	2.77
2.86	2.86	2.86	2.86	2.09	2.86	2.86	2.86	2.86	2.86	2.86	5.02
2.86	2.86	2.86	2.86	3.31	2.86	2.86	2.86	2.86	2.86	2.86	0.59
2.86	2.86	2.86	2.86	2.95	2.86	2.86	2.86	2.86	2.86	2.86	2.68
2.86	2.86	2.86	2.86	1.4	2.86	2.86	2.86	2.86	2.86	2.86	5.28
2.86	2.86	2.86	2.86	3.19	2.86	2.86	2.86	2.86	2.86	2.86	2.36
2.87	2.87	2.87	2.87	3.39	2.87	2.87	2.87	2.87	2.87	2.87	4.14
2.87	2.87	2.87	2.87	4.15	2.87	2.87	2.87	2.87	2.87	2.87	2.69
2.87	2.87	2.87	2.87	2.14	2.87	2.87	2.87	2.87	2.87	2.87	0.96
2.87	2.87	2.87	2.87	2.69	2.87	2.87	2.87	2.87	2.87	2.87	0.29
2.87	2.87	2.87	2.87	2.97	2.87	2.87	2.87	2.87	2.87	2.87	4.4
2.87	2.87	2.87	2.87	2.39	2.87	2.87	2.87	2.87	2.87	2.87	2.99
2.87	2.87	2.87	2.87	4.43	2.87	2.87	2.87	2.87	2.87	2.87	1.89
2.87	2.87	2.87	2.87	3.77	2.87	2.87	2.87	2.87	2.87	2.87	2.23
2.87	2.87	2.87	2.87	3.16	2.87	2.87	2.87	2.87	2.87	2.87	4.14
2.87	2.87	2.87	2.87	3.02	2.87	2.87	2.87	2.87	2.87	2.87	0.7
2.88	2.88	2.88	2.88	2.24	2.88	2.88	2.88	2.88	2.88	2.88	2.61
2.88	2.88	2.88	2.88	2.24	2.88	2.88	2.88	2.88	2.88	2.88	4.94
2.88	2.88	2.88	2.88	4.33	2.88	2.88	2.88	2.88	2.88	2.88	2.89
2.88	2.88	2.88	2.88	3.26	2.88	2.88	2.88	2.88	2.88	2.88	4.44
2.88	2.88	2.88	2.88	3.69	2.88	2.88	2.88	2.88	2.88	2.88	2.04
2.88	2.88	2.88	2.88	4.11	2.88	2.88	2.88	2.88	2.88	2.88	6.18
2.88	2.88	2.88	2.88	3.95	2.88	2.88	2.88	2.88	2.88	2.88	3.28
2.88	2.88	2.88	2.88	3.57	2.88	2.88	2.88	2.88	2.88	2.88	0.75
2.88	2.88	2.88	2.88	1.42	2.88	2.88	2.88	2.88	2.88	2.88	1.74
2.88	2.88	2.88	2.88	2.91	2.88	2.88	2.88	2.88	2.88	2.88	2.83
2.89	2.89	2.89	2.89	1.73	2.89	2.89	2.89	2.89	2.89	2.89	0.04
2.89	2.89	2.89	2.89	3.25	2.89	2.89	2.89	2.89	2.89	2.89	2.66
2.89	2.89	2.89	2.89	5.08	2.89	2.89	2.89	2.89	2.89	2.89	3.97
2.89	2.89	2.89	2.89	1.78	2.89	2.89	2.89	2.89	2.89	2.89	2.39
2.89	2.89	2.89	2.89	1.24	2.89	2.89	2.89	2.89	2.89	2.89	6.01
2.89	2.89	2.89	2.89	2.18	2.89	2.89	2.89	2.89	2.89	2.89	3.91
2.89	2.89	2.89	2.89	0.96	2.89	2.89	2.89	2.89	2.89	2.89	3.41
2.89	2.89	2.89	2.89	2.44	2.89	2.89	2.89	2.89	2.89	2.89	0.19
2.89	2.89	2.89	2.89	3.4	2.89	2.89	2.89	2.89	2.89	2.89	2.24
2.89	2.89	2.89	2.89	3.97	2.89	2.89	2.89	2.89	2.89	2.89	1.02
2.9	2.9	2.9	2.9	4.25	2.9	2.9	2.9	2.9	2.9	2.9	2.74
2.9	2.9	2.9	2.9	2.31	2.9	2.9	2.9	2.9	2.9	2.9	3.21
2.9	2.9	2.9	2.9	3.05	2.9	2.9	2.9	2.9	2.9	2.9	7.16
2.9	2.9	2.9	2.9	3.05	2.9	2.9	2.9	2.9	2.9	2.9	0.29
2.9	2.9	2.9	2.9	1.82	2.9	2.9	2.9	2.9	2.9	2.9	3.37
2.9	2.9	2.9	2.9	2.67	2.9	2.9	2.9	2.9	2.9	2.9	3.38
2.9	2.9	2.9	2.9	1.97	2.9	2.9	2.9	2.9	2.9	2.9	1.42
2.9	2.9	2.9	2.9	3.05	2.9	2.9	2.9	2.9	2.9	2.9	3.25
2.9	2.9	2.9	2.9	1.5	2.9	2.9	2.9	2.9	2.9	2.9	3.82
2.9	2.9	2.9	2.9	3.5	2.9	2.9	2.9	2.9	2.9	2.9	4.61
2.91	2.91	2.91	2.91	2.88	2.91	2.91	2.91	2.91	2.91	2.91	2.76
2.91	2.91	2.91	2.91	3.54	2.91	2.91	2.91	2.91	2.91	2.91	5.95
2.91	2.91	2.91	2.91	2.73	2.91	2.91	2.91	2.91	2.91	2.91	4.07
2.91	2.91	2.91	2.91	2.85	2.91	2.91	2.91	2.91	2.91	2.91	1.44
2.91	2.91	2.91	2.91	2.09	2.91	2.91	2.91	2.91	2.91	2.91	2.16
2.91	2.91	2.91	2.91	3.3	2.91	2.91	2.91	2.91	2.91	2.91	1.76
2.91	2.91	2.91	2.91	2.73	2.91	2.91	2.91	2.91	2.91	2.91	3.63
2.91	2.91	2.91	2.91	3.15	2.91	2.91	2.91	2.91	2.91	2.91	2.38
2.91	2.91	2.91	2.91	3.3	2.91	2.91	2.91	2.91	2.91	2.91	3.87
2.91	2.91	2.91	2.91	3.69	2.91	2.91	2.91	2.91	2.91	2.91	2.01
2.92	2.92	2.92	2.92	1.65	2.92	2.92	2.92	2.92	2.92	2.92	0.89
2.92	2.92	2.92	2.92	1.46	2.92	2.92	2.92	2.92	2.92	2.92	3.07
2.92	2.92	2.92	2.92	3.53	2.92	2.92	2.92	2.92	2.92	2.92	5.08
2.92	2.92	2.92	2.92	3.39	2.92	2.92	2.92	2.92	2.92	2.92	0.49
2.92	2.92	2.92	2.92	2.73	2.92	2.92	2.92	2.92	2.92	2.92	4.85
2.92	2.92	2.92	2.92	3.09	2.92	2.92	2.92	2.92	2.92	2.92	2
2.92	2.92	2.92	2.92	3.76	2.92	2.92	2.92	2.92	2.92	2.92	4.62
2.92	2.92	2.92	2.92	3.18	2.92	2.92	2.92	2.92	2.92	2.92	2.86
2.92	2.92	2.92	2.92	3.66	2.92	2.92	2.92	2.92	2.92	2.92	1.29
2.92	2.92	2.92	2.92	2.09	2.92	2.92	2.92	2.92	2.92	2.92	2.36
2.93	2.93	2.93	2.93	2.1	2.93	2.93	2.93	2.93	2.93	2.93	1.28
2.93	2.93	2.93	2.93	3.99	2.93	2.93	2.93	2.93	2.93	2.93	1.61
2.93	2.93	2.93	2.93	3.25	2.93	2.93	2.93	2.93	2.93	2.93	3.18
2.93	2.93	2.93	2.93	2.01	2.93	2.93	2.93	2.93	2.93	2.93	2.9
2.93	2.93	2.93	2.93	2.26	2.93	2.93	2.93	2.93	2.93	2.93	3.32
2.93	2.93	2.93	2.93	1.61	2.93	2.93	2.93	2.93	2.93	2.93	4.06
2.93	2.93	2.93	2.93	2.14	2.93	2.93	2.93	2.93	2.93	2.93	0.72
2.93	2.93	2.93	2.93	1.73	2.93	2.93	2.93	2.93	2.93	2.93	2.2
2.93	2.93	2.93	2.93	1.98	2.93	2.93	2.93	2.93	2.93	2.93	3.54
2.93	2.93	2.93	2.93	3.71	2.93	2.93	2.93	2.93	2.93	2.93	0.35
2.94	2.94	2.94	2.94	3.25	2.94	2.94	2.94	2.94	2.94	2.94	2.25
2.94	2.94	2.94	2.94	1.73	2.94	2.94	2.94	2.94	2.94	2.94	4.38
2.94	2.94	2.94	2.94	3.75	2.94	2.94	2.94	2.94	2.94	2.94	4.16
2.94	2.94	2.94	2.94	1.6	2.94	2.94	2.94	2.94	2.94	2.94	3.26
2.94	2.94	2.94	2.94	3.12	2.94	2.94	2.94	2.94	2.94	2.94	3.36
2.94	2.94	2.94	2.94	2.72	2.94	2.94	2.94	2.94	2.94	2.94	5.13
2.94	2.94	2.94	2.94	3.03	2.94	2.94	2.94	2.94	2.94	2.94	5.2
2.94	2.94	2.94	2.94	2.13	2.94	2.94	2.94	2.94	2.94	2.94	3.41
2.94	2.94	2.94	2.94	3.55	2.94	2.94	2.94	2.94	2.94	2.94	5.08
2.94	2.94	2.94	2.94	3.54	2.94	2.94	2.94	2.94	2.94	2.94	4.05
2.95	2.95	2.95	2.95	2.14	2.95	2.95	2.95	2.95	2.95	2.95	3.01
2.95	2.95	2.95	2.95	2.61	2.95	2.95	2.95	2.95	2.95	2.95	1.44
2.95	2.95	2.95	2.95	0.78	2.95	2.95	2.95	2.95	2.95	2.95	3.26
2.95	2.95	2.95	2.95	2.64	2.95	2.95	2.95	2.95	2.95	2.95	1.19
2.95	2.95	2.95	2.95	2.47	2.95	2.95	2.95	2.95	2.95	2.95	0.52
2.95	2.95	2.95	2.95	2.95	2.95	2.95	2.95	2.95	2.95	2.95	3.36
2.95	2.95	2.95	2.95	3.43	2.95	2.95	2.95	2.95	2.95	2.95	3.03
2.95	2.95	2.95	2.95	2.75	2.95	2.95	2.95	2.95	2.95	2.95	6
2.95	2.95	2.95	2.95	1.23	2.95	2.95	2.95	2.95	2.95	2.95	2.9
2.95	2.95	2.95	2.95	3.41	2.95	2.95	2.95	2.95	2.95	2.95	0.23
2.96	2.96	2.96	2.96	2.97	2.96	2.96	2.96	2.96	2.96	2.96	6.6
2.96	2.96	2.96	2.96	3.13	2.96	2.96	2.96	2.96	2.96	2.96	4.22
2.96	2.96	2.96	2.96	2.97	2.96	2.96	2.96	2.96	2.96	2.96	1.82
2.96	2.96	2.96	2.96	1.87	2.96	2.96	2.96	2.96	2.96	2.96	2.2
2.96	2.96	2.96	2.96	2.11	2.96	2.96	2.96	2.96	2.96	2.96	1.81
2.96	2.96	2.96	2.96	3.5	2.96	2.96	2.96	2.96	2.96	2.96	1.45
2.96	2.96	2.96	2.96	4.37	2.96	2.96	2.96	2.96	2.96	2.96	2.45
2.96	2.96	2.96	2.96	3.86	2.96	2.96	2.96	2.96	2.96	2.96	2.64
2.96	2.96	2.96	2.96	2.12	2.96	2.96	2.96	2.96	2.96	2.96	4.15
2.96	2.96	2.96	2.96	2.51	2.96	2.96	2.96	2.96	2.96	2.96	3.13
2.97	2.97	2.97	2.97	2.45	2.97	2.97	2.97	2.97	2.97	2.97	1.52
2.97	2.97	2.97	2.97	4.99	2.97	2.97	2.97	2.97	2.97	2.97	2.43
2.97	2.97	2.97	2.97	2.3	2.97	2.97	2.97	2.97	2.97	2.97	1.36
2.97	2.97	2.97	2.97	2.04	2.97	2.97	2.97	2.97	2.97	2.97	2.24
2.97	2.97	2.97	2.97	1.46	2.97	2.97	2.97	2.97	2.97	2.97	3.67
2.97	2.97	2.97	2.97	3.78	2.97	2.97	2.97	2.97	2.97	2.97	3.23
2.97	2.97	2.97	2.97	2.28	2.97	2.97	2.97	2.97	2.97	2.97	3.27
2.97	2.97	2.97	2.97	3.27	2.97	2.97	2.97	2.97	2.97	2.97	0.49
2.97	2.97	2.97	2.97	3.23	2.97	2.97	2.97	2.97	2.97	2.97	1.76
2.97	2.97	2.97	2.97	2.36	2.97	2.97	2.97	2.97	2.97	2.97	1.54
2.98	2.98	2.98	2.98	2.42	2.98	2.98	2.98	2.98	2.98	2.98	4.41
2.98	2.98	2.98	2.98	0.7	2.98	2.98	2.98	2.98	2.98	2.98	1.47
2.98	2.98	2.98	2.98	3.94	2.98	2.98	2.98	2.98	2.98	2.98	4.34
2.98	2.98	2.98	2.98	2.25	2.98	2.98	2.98	2.98	2.98	2.98	8.22
2.98	2.98	2.98	2.98	2.44	2.98	2.98	2.98	2.98	2.98	2.98	3.39
2.98	2.98	2.98	2.98	3.37	2.98	2.98	2.98	2.98	2.98	2.98	3.41
2.98	2.98	2.98	2.98	1.86	2.98	2.98	2.98	2.98	2.98	2.98	2.63
2.98	2.98	2.98	2.98	3.61	2.98	2.98	2.98	2.98	2.98	2.98	4.33
2.98	2.98	2.98	2.98	3.01	2.98	2.98	2.98	2.98	2.98	2.98	4.55
2.98	2.98	2.98	2.98	3.37	2.98	2.98	2.98	2.98	2.98	2.98	1.45
2.99	2.99	2.99	2.99	1.91	2.99	2.99	2.99	2.99	2.99	2.99	1.18
2.99	2.99	2.99	2.99	3.89	2.99	2.99	2.99	2.99	2.99	2.99	2.76
2.99	2.99	2.99	2.99	3.52	2.99	2.99	2.99	2.99	2.99	2.99	3.56
2.99	2.99	2.99	2.99	2.64	2.99	2.99	2.99	2.99	2.99	2.99	1.7
2.99	2.99	2.99	2.99	2.22	2.99	2.99	2.99	2.99	2.99	2.99	2.72
2.99	2.99	2.99	2.99	3.72	2.99	2.99	2.99	2.99	2.99	2.99	4.73
2.99	2.99	2.99	2.99	4.31	2.99	2.99	2.99	2.99	2.99	2.99	1.19
2.99	2.99	2.99	2.99	3.23	2.99	2.99	2.99	2.99	2.99	2.99	2.91
2.99	2.99	2.99	2.99	5.1	2.99	2.99	2.99	2.99	2.99	2.99	2.97
2.99	2.99	2.99	2.99	3.14	2.99	2.99	2.99	2.99	2.99	2.99	0.45
3	3	3	3	0.34	3	3	3	3	3	3	6.15
3	3	3	3	2.76	3	3	3	3	3	3	4.92
3	3	3	3	1.53	3	3	3	3	3	3	4.14
3	3	3	3	3.52	3	3	3	3	3	3	2.75
3	3	3	3	3.7	3	3	3	3	3	3	1.57
3	3	3	3	2.1	3	3	3	3	3	3	3.32
3	3	3	3	3.71	3	3	3	3	3	3	1.08
3	3	3	3	4.72	3	3	3	3	3	3	0.92
3	3	3	3	2.6	3	3	3	3	3	3	3.46
3	3	3	3	3.06	3	3	3	3	3	3	0.04
3.01	3.01	3.01	3.01	2.08	3.01	3.01	3.01	3.01	3.01	3.01	0.12
3.01	3.01	3.01	3.01	3.96	3.01	3.01	3.01	3.01	3.01	3.01	4.36
3.01	3.01	3.01	3.01	3.37	3.01	3.01	3.01	3.01	3.01	3.01	3.39
3.01	3.01	3.01	3.01	2.45	3.01	3.01	3.01	3.01	3.01	3.01	5.98
3.01	3.01	3.01	3.01	4.32	3.01	3.01	3.01	3.01	3.01	3.01	1.63
3.01	3.01	3.01	3.01	0.46	3.01	3.01	3.01	3.01	3.01	3.01	2.31
3.01	3.01	3.01	3.01	3.38	3.01	3.01	3.01	3.01	3.01	3.01	2.87
3.01	3.01	3.01	3.01	2.26	3.01	3.01	3.01	3.01	3.01	3.01	1.26
3.01	3.01	3.01	3.01	3.17	3.01	3.01	3.01	3.01	3.01	3.01	6.27
3.01	3.01	3.01	3.01	2.96	3.01	3.01	3.01	3.01	3.01	3.01	3.31
3.02	3.02	3.02	3.02	3.75	3.02	3.02	3.02	3.02	3.02	3.02	4.5
3.02	3.02	3.02	3.02	2.72	3.02	3.02	3.02	3.02	3.02	3.02	1.85
3.02	3.02	3.02	3.02	1.66	3.02	3.02	3.02	3.02	3.02	3.02	2.77
3.02	3.02	3.02	3.02	3.52	3.02	3.02	3.02	3.02	3.02	3.02	2.35
3.02	3.02	3.02	3.02	4.8	3.02	3.02	3.02	3.02	3.02	3.02	0.76
3.02	3.02	3.02	3.02	5.02	3.02	3.02	3.02	3.02	3.02	3.02	1.99
3.02	3.02	3.02	3.02	4.24	3.02	3.02	3.02	3.02	3.02	3.02	2.25
3.02	3.02	3.02	3.02	3.47	3.02	3.02	3.02	3.02	3.02	3.02	4.19
3.02	3.02	3.02	3.02	2.63	3.02	3.02	3.02	3.02	3.02	3.02	2.87
3.02	3.02	3.02	3.02	3.54	3.02	3.02	3.02	3.02	3.02	3.02	3.84
3.03	3.03	3.03	3.03	3	3.03	3.03	3.03	3.03	3.03	3.03	2.83
3.03	3.03	3.03	3.03	1.75	3.03	3.03	3.03	3.03	3.03	3.03	2.93
3.03	3.03	3.03	3.03	2.06	3.03	3.03	3.03	3.03	3.03	3.03	4.34
3.03	3.03	3.03	3.03	3.69	3.03	3.03	3.03	3.03	3.03	3.03	3.51
3.03	3.03	3.03	3.03	3.16	3.03	3.03	3.03	3.03	3.03	3.03	1.98
3.03	3.03	3.03	3.03	3.93	3.03	3.03	3.03	3.03	3.03	3.03	4.55
3.03	3.03	3.03	3.03	3.81	3.03	3.03	3.03	3.03	3.03	3.03	3.61
3.03	3.03	3.03	3.03	5.1	3.03	3.03	3.03	3.03	3.03	3.03	3.18
3.03	3.03	3.03	3.03	1.47	3.03	3.03	3.03	3.03	3.03	3.03	3.47
3.03	3.03	3.03	3.03	3.01	3.03	3.03	3.03	3.03	3.03	3.03	1.26
3.04	3.04	3.04	3.04	3.02	3.04	3.04	3.04	3.04	3.04	3.04	5.89
